lemma	prediction	target	loss	dist
absoudre	absouds	absous	1.0082045793533325	1
absoudre	absoudez	absolvez	1.557855486869812	2
absoudre	absoudent	absolvent	1.9508634805679321	2
absoudre	absoud	absout	1.0778902769088745	1
absoudre	absoudais	absolvais	1.4071366786956787	2
absoudre	absoudais	absolvais	1.4069931507110596	2
absoudre	absoudîmes	absolûmes	2.037001132965088	3
absoudre	absoudîtes	absolûtes	2.0501701831817627	3
absoudre	absoudis	absolus	2.52821946144104	3
absoudre	absoudirent	absolurent	1.8013553619384766	3
absoudre	absoudit	absolut	2.437816858291626	3
absoudre	absoudes	absolves	2.057490110397339	2
absoudre	absoudent	absolvent	1.9321844577789307	2
anluminer	anluminerions	anlumineriiens	0.588962972164154	2
anluminer	anlumineriez	anlumineriiez	0.5708836913108826	1
anluminer	anluminerait	anlumineroit	0.585131049156189	1
anluminer	anluminerez	anlumineroiz	0.6155318021774292	2
anluminer	anluminions	anluminiiens	1.136849284172058	2
anluminer	anluminèrent	anluminerent	0.6121543049812317	1
anluminer	anlumine	anlumin	0.9198722243309021	1
anluminer	anlumines	anlumins	1.5840744972229004	1
anluminer	anluminassions	anluminissons	0.7882391214370728	2
anluminer	anluminassiez	anluminissoiz	0.721495509147644	3
anluminer	anluminât	anluminast	0.7149192094802856	2
baptizer	baptizerais	baptizerois	0.6358548402786255	1
baptizer	baptizerais	baptizerois	0.6341525912284851	1
baptizer	baptizeraient	baptizeroient	0.5546537041664124	1
baptizer	baptizais	baptizois	0.7585629820823669	1
baptizer	baptizait	baptizoit	0.7608734965324402	1
baptizer	baptizâtes	baptizastes	0.6532862782478333	2
baptizer	baptiziez	baptizez	0.8399009704589844	1
conclure	conclurant	concluant	0.732655942440033	1
conclure	concluré	conclu	1.017384648323059	2
conclure	conclureriez	concluriez	0.6809234023094177	2
conclure	conclurerais	conclurais	0.6823830008506775	2
conclure	conclureront	concluront	0.6755804419517517	2
conclure	conclurez	concluez	0.812590479850769	1
conclure	conclurent	concluent	0.737295389175415	1
conclure	conclurions	concluions	0.6812264919281006	1
conclure	concluriez	concluiez	0.7474163770675659	1
conclure	conclurais	concluais	0.7318295836448669	1
conclure	concluraient	concluaient	0.6183127760887146	1
conclure	conclurait	concluait	0.7322627305984497	1
conclure	conclurâmes	conclûmes	2.0416252613067627	3
conclure	conclurâtes	conclûtes	1.4315892457962036	3
conclure	conclurez	concluez	0.8127615451812744	1
conclure	conclure	conclus	1.0733896493911743	2
conclure	conclure	conclue	0.90787273645401	1
conclure	conclure	conclue	0.9077677726745605	1
conclure	conclurasses	conclusses	1.1681898832321167	2
congeler	congeleriiez	congèleriez	0.6234691739082336	2
congeler	congeleroient	congèleraient	0.5415512323379517	2
congeler	congelerons	congèlerons	0.6241472363471985	1
congeler	congeleras	congèleras	0.6762271523475647	1
congeler	congelent	congèlent	0.7392477989196777	1
congeler	congele	congèle	0.9105625152587891	1
congeler	congeliiens	congelions	0.628542959690094	2
congeler	congeloie	congelais	0.5724595785140991	2
congeler	congeliiez	congeliez	0.6428728103637695	1
congeler	congeloies	congelais	0.5657957196235657	2
congeler	congeloient	congelaient	0.46822869777679443	1
congeler	congeloit	congelait	0.5643518567085266	1
congeler	congele	congèle	0.910995602607727	1
congeler	congelez	congeliez	0.6839022636413574	1
congeler	congelissons	congelassions	0.5118167400360107	2
deviser	deviserois	deviserais	0.6736820340156555	1
deviser	deviserois	deviserais	0.6662803292274475	1
deviser	deviseroit	deviserait	0.6758098006248474	1
deviser	devisois	devisais	0.8040181994438171	1
deviser	devisoient	devisaient	0.6625096797943115	1
deviser	devisastes	devisâtes	0.6959320306777954	2
deviser	deviserent	devisèrent	0.5881310105323792	1
deviser	devisast	devisât	0.8656589388847351	2
décevoir	décevu	déçu	2.7619054317474365	3
décevoir	décevs	déçois	3.532890796661377	3
décevoir	décevit	déçut	2.285658836364746	4
décevoir	décevs	déçois	2.9817538261413574	3
décevoir	déceves	déçoives	2.866853713989258	3
décevoir	décevent	déçoivent	2.6584324836730957	3
décevoir	décevissons	déçussions	1.2684874534606934	5
décevoir	décevisses	déçusses	1.539998173713684	4
décevoir	décevissent	déçussent	1.3916447162628174	4
décevoir	décevît	déçût	2.2833805084228516	4
encenser	encenseroies	encenserais	0.6008018255233765	2
encenser	encens	encense	0.8029027581214905	1
encenser	encensiiez	encensiez	0.6016978621482849	1
encenser	encensoient	encensaient	0.5968920588493347	1
encenser	encens	encense	0.8882341384887695	1
encenser	encens	encenses	0.7888213992118835	2
encenser	encensissons	encensassions	0.46634456515312195	2
encenser	encensast	encensât	0.7932178974151611	2
eriger	erigeâmes	erigeasmes	0.29109251499176025	2
eriger	erigeâtes	erigeastes	0.17714259028434753	2
eriger	erigèrent	erigerent	0.14135590195655823	1
génuflexionner	nousgénuflerions	génuflexionnerions	0.4234594404697418	11
génuflexionner	megénuflexinerais	génuflexionnerais	0.45441934466362	5
génuflexionner	nousgénuflerons	génuflexionnerons	0.45223939418792725	11
génuflexionner	segénuflexiera	génuflexionnera	0.6191574335098267	6
génuflexionner	megénuflexine	génuflexionne	0.7261393666267395	5
génuflexionner	vousgénuflez	génuflexionnez	0.5809357166290283	11
génuflexionner	tegénuflexines	génuflexionnes	0.6371304392814636	5
génuflexionner	segénuflexinent	génuflexionnent	0.4920453131198883	5
génuflexionner	segénuflexient	génuflexionnaient	0.41858750581741333	8
génuflexionner	nousgénuflexmes	génuflexionnâmes	0.4545522630214691	10
génuflexionner	vousgénuflextes	génuflexionnâtes	0.43059685826301575	10
génuflexionner	segénuflexia	génuflexionna	0.6429373621940613	6
génuflexionner	génuflexionez	génuflexionnez	0.45564693212509155	1
génuflexionner	nousgénuflerions	génuflexionnions	0.470462828874588	10
génuflexionner	tegénuflexines	génuflexionnes	0.6380170583724976	5
génuflexionner	nousgénuflexsions	génuflexionnassions	0.40638789534568787	11
génuflexionner	vousgénuflexsiez	génuflexionnassiez	0.37645357847213745	11
génuflexionner	segénuflexiassent	génuflexionnassent	0.41632965207099915	6
génuflexionner	segénuflexiât	génuflexionnât	0.49119263887405396	6
haitier	haitiant	haitant	0.884476363658905	1
haitier	haitieriez	haiteriiez	1.0880993604660034	2
haitier	haitieraient	haiteroient	0.7440502047538757	2
haitier	haitierai	haiterai	0.8138754367828369	1
haitier	haitierez	haiteroiz	1.382466435432434	3
haitier	haitions	haitons	0.9013769030570984	1
haitier	haities	haites	1.0313260555267334	1
haitier	haitiait	haitoit	0.9086180329322815	2
haitier	haitiai	haitai	1.0088059902191162	1
haitier	haitias	haitas	1.0058536529541016	1
haitier	haitia	haita	1.163360595703125	1
haitier	haitie	hait	1.4252183437347412	2
haitier	haitie	hait	1.4238744974136353	2
haitier	haitiassions	haitissons	0.7544151544570923	2
haitier	haitiasse	haitasse	0.7903606295585632	1
haitier	haitiassent	haitassent	0.6589803099632263	1
haitier	haitiât	haitast	0.8823691606521606	2
hyperlier	hyperleriiens	hyperlierions	0.4444997310638428	3
hyperlier	hyperleroies	hyperlierais	1.0403447151184082	3
hyperlier	hyperleroient	hyperlieraient	0.8708457946777344	2
hyperlier	hyperlerai	hyperlierai	0.5544494986534119	1
hyperlier	hyperleroiz	hyperlierez	0.49766382575035095	3
hyperlier	hyperleront	hyperlieront	0.45094412565231323	1
hyperlier	hyperles	hyperlies	0.6354381442070007	1
hyperlier	hyperloie	hyperliais	1.1928448677062988	3
hyperlier	hyperlai	hyperliai	0.6008221507072449	1
hyperlier	hyperlas	hyperlias	0.4077247083187103	1
hyperlier	hyperlierent	hyperlièrent	0.5832449197769165	1
hyperlier	hyperle	hyperlie	0.6881585121154785	1
hyperlier	hyperliez	hyperliiez	0.6909463405609131	1
hyperlier	hyperlent	hyperlient	0.45241352915763855	1
hyperlier	hyperlissons	hyperliassions	0.4955299198627472	2
hyperlier	hyperlassent	hyperliassent	0.38012251257896423	1
induire	induistes	induisîtes	0.7116838097572327	1
induire	induis	induisis	0.7288488149642944	2
induire	induissiez	induisissiez	1.012402057647705	2
lesser	lesseriez	lesseriiez	0.7238507866859436	1
lesser	lesserais	lesseroies	1.3308978080749512	2
lesser	lesseraient	lesseroient	0.639935314655304	1
lesser	lesserait	lesseroit	0.7631814479827881	1
lesser	lesserez	lesseroiz	0.7838788628578186	2
lesser	lessais	lessoie	1.862228274345398	2
lesser	lessaient	lessoient	0.7539592385292053	1
lesser	lessait	lessoit	0.9317392706871033	1
lesser	lessâtes	lessastes	0.7325224876403809	2
lesser	lesses	les	1.7963894605636597	3
mercyer	mercierez	mercyerez	0.18726666271686554	1
mercyer	mercieras	mercyeras	0.5666627883911133	1
mercyer	mercieront	mercyeront	0.2581639587879181	1
mercyer	merciera	mercyera	0.46513932943344116	1
mercyer	merce	mercye	0.5963292121887207	1
mercyer	mercès	mercyes	0.6655069589614868	2
mercyer	mercè	mercye	0.432239294052124	2
mercyer	mercyais	mercyois	0.6682825684547424	1
mercyer	mercie	mercye	0.39459937810897827	1
mercyer	mercyions	mercyons	0.7674116492271423	1
mercyer	mercies	mercyes	0.5774120688438416	1
mercyer	mercènt	mercyent	0.3670271933078766	2
mercyer	mercyât	mercyast	0.4694599509239197	2
mithridatiser	mithride-toi	mithridatise	0.9603427648544312	5
mithridatiser	mithridaisais	mithridatisais	0.44711846113204956	1
mithridatiser	mithridaisais	mithridatisais	0.20265594124794006	1
mithridatiser	mithridaisaient	mithridatisaient	0.16235561668872833	1
mithridatiser	mithridasse	mithridatise	0.6087079048156738	2
mithridatiser	mithridassasse	mithridatisasse	0.380833238363266	2
mithridatiser	mithridassassiez	mithridatisassiez	0.1294471025466919	2
narrer	narant	narrant	0.240178644657135	1
narrer	narerais	narrerais	0.1588135063648224	1
narrer	narerait	narrerait	0.1845816820859909	1
narrer	naree	narre	0.7243155837059021	1
narrer	nareez	narrez	0.9320915937423706	1
narrer	narent	narrent	0.44201183319091797	1
narrer	naraient	narraient	0.5973201990127563	1
narrer	narait	narrait	0.8116298913955688	1
narrer	narâmes	narrâmes	0.7868268489837646	1
narrer	narai	narrai	0.6756943464279175	1
narrer	narèrent	narrèrent	0.5630680322647095	1
narrer	narez	narrez	0.9420037269592285	1
narrer	narions	narrions	0.5934197902679443	1
narrer	naree	narre	0.7520924210548401	1
narrer	nariez	narriez	0.785608172416687	1
narrer	narassions	narrassions	0.48647499084472656	1
narrer	narassent	narrassent	0.5704615116119385	1
parachever	paracheverais	parachèverais	0.5364189743995667	1
parachever	paracheverait	parachèverait	0.5366629958152771	1
parachever	paracheverons	parachèverons	0.5362927913665771	1
parachever	paracheveront	parachèveront	0.5364803075790405	1
parachever	parachevera	parachèvera	0.6172438263893127	1
parachever	parachevent	parachèvent	0.595954954624176	1
parachever	parachevez	paracheviez	0.194898322224617	1
parachever	paracheve	parachève	0.719878613948822	1
reverser	reverseriiens	reverserions	0.535673201084137	2
reverser	reverseriiez	reverseriez	0.5152237415313721	1
reverser	reverseroies	reverserais	0.6265146136283875	2
reverser	reverseroiz	reverserez	0.3454146683216095	2
reverser	revers	reverse	0.8418847918510437	1
reverser	reversiiez	reversiez	0.6354231834411621	1
reverser	reversoient	reversaient	0.6238559484481812	1
reverser	reversoit	reversait	0.7410728335380554	1
reverser	reversames	reversâmes	0.6972182989120483	1
reverser	reverst	reverse	0.8604525923728943	1
reverser	reversast	reversât	0.8413554430007935	2
revisser	revisseroient	revisseraient	0.11156140267848969	1
réouvrir	réouvriiens	réouvririons	0.6403815746307373	2
réouvrir	réouvrerais	réouvrirais	0.5344069004058838	1
réouvrir	réouvrez	réouvririez	0.593872606754303	3
réouvrir	réouvrerait	réouvrirait	0.5391368269920349	1
réouvrir	réouvrerai	réouvrirai	0.5282509326934814	1
sapurer	sapureraient	sapureroient	0.5853064060211182	1
sapurer	sapurerait	sapureroit	0.6878876090049744	1
sapurer	sapurerez	sapureroiz	0.7181972861289978	2
sapurer	sapure	sapur	1.2039350271224976	1
sapurer	sapurions	sapuriiens	1.0034009218215942	2
sapurer	sapuriez	sapuriiez	0.7783995866775513	1
sapurer	sapurais	sapuroies	1.4602984189987183	2
sapurer	sapurâtes	sapurastes	0.6670016646385193	2
sapurer	sapurions	sapurons	0.815374493598938	1
sapurer	sapuriez	sapurez	0.9489430785179138	1
sapurer	sapure	sapurt	1.0904287099838257	1
sapurer	sapurassiez	sapurissoiz	0.6466719508171082	3
sapurer	sapurât	sapurast	0.8121860027313232	2
satisfaire	satisfairions	satisferions	0.5854735970497131	2
satisfaire	satisfairais	satisferais	0.676832914352417	2
satisfaire	satisfairai	satisferai	0.6777617931365967	2
satisfaire	satisfairez	satisferez	0.6788557171821594	2
satisfaire	satisfairont	satisferont	0.622584342956543	2
satisfaire	satisfaira	satisfera	0.7402552366256714	2
satisfaire	satisfariez	satisfaites	1.0434890985488892	3
satisfaire	satisfaires	satisfais	0.607787549495697	2
satisfaire	satisfaire	satisfait	0.574250340461731	2
satisfaire	satisfayions	satisfaisions	0.1807650774717331	2
satisfaire	satisfayiez	satisfaisiez	0.18895719945430756	2
satisfaire	satisfayaient	satisfaisaient	0.49637115001678467	2
satisfaire	satisfayait	satisfaisait	0.5127166509628296	2
satisfaire	satisfaya	satisfit	1.237473487854004	3
satisfaire	satisfayons	satisfaisons	0.3432590067386627	2
satisfaire	satisfarez	satisfaites	0.9369166493415833	3
satisfaire	satisfayassions	satisfissions	0.9469205141067505	3
satisfaire	satisfarassent	satisfissent	1.0291237831115723	3
sevrer	sevrerions	sèvrerions	0.6777545809745789	1
sevrer	sevrerais	sèvrerais	0.7403029799461365	1
sevrer	sevreraient	sèvreraient	0.6253121495246887	1
sevrer	sevrerait	sèvrerait	0.7408381104469299	1
sevrer	sevrerez	sèvrerez	0.8175919651985168	1
sevrer	sevre	sèvre	1.201558232307434	1
sevrer	sevrent	sèvrent	0.9146135449409485	1
sevrer	sevre	sèvre	1.2018028497695923	1
sevrer	sevrent	sèvrent	0.9144591093063354	1
tocquer	tocquerais	tocquerois	0.6860324740409851	1
tocquer	tocquais	tocquois	0.8379802107810974	1
tocquer	tocquais	tocquois	0.8382847309112549	1
tocquer	tocquait	tocquoit	0.8394495844841003	1
tocquer	tocquai	tocqua	1.0136911869049072	1
tocquer	tocquèrent	tocquerent	0.7441349029541016	1
tocquer	tocquions	tocquons	0.8215138912200928	1
tocquer	tocquât	tocquast	0.859210193157196	2
transmettre	transmetté	transmis	2.32627010345459	4
transmettre	transmettrerait	transmettrait	0.5372945070266724	2
transmettre	transmettrera	transmettra	0.6372838020324707	2
transmettre	transmettres	transmets	1.0903501510620117	3
transmettre	transmettrais	transmettais	0.47489258646965027	1
transmettre	transmettrais	transmettais	0.4790407717227936	1
transmettre	transmettrait	transmettait	0.4787850081920624	1
transmettre	transmettrâmes	transmîmes	1.2937885522842407	5
transmettre	transmetta	transmit	1.5491420030593872	3
transmettre	transmettrons	transmettons	0.23031005263328552	1
transmettre	transmettre	transmets	1.0699108839035034	3
transmettre	transmettre	transmette	0.6154629588127136	1
transmettre	transmettre	transmette	0.632521390914917	1
transmettre	transmettassions	transmissions	1.6341749429702759	4
transmettre	transmettrassent	transmissent	1.5730658769607544	5
transmettre	transmettrât	transmît	1.4549283981323242	5
